Sigma Colour,Sigma Space,Average Similarity
180,2.6,-8.474131820957
180,2.9,-8.637035802030303
180,3.0,-8.685929882603878
180,3.1,-8.732133955539673
180,3.4,-8.855035248383244
180,3.2,-8.775622717486378
180,3.6,-8.925174804778983
180,3.3,-8.816566614188934
180,3.8,-8.98691289187441
180,3.5,-8.891207092828862
180,4.4,-9.132057724828478
180,4.2,-9.089521775338161
180,3.9,-9.0150147927773
180,4.0,-9.041408595765384
180,4.6,-9.16980748351007
180,4.1,-9.066225653911195
180,4.5,-9.151483200754779
180,4.3,-9.111433382255262
180,3.7,-8.95700710860139
180,4.7,-9.187084825553764
180,4.9,-9.218815037602832
190,0.0,-8.014882529588412
180,4.8,-9.203412873904902
190,0.1,-16.364855488549825
190,0.5,-11.872283143929655
190,0.2,-16.364855488549825
190,0.3,-16.246432915344403
190,0.8,-8.53492033920841
190,0.6,-10.080657697067812
190,0.4,-14.467506893496443
190,0.9,-8.208454484636453
190,1.0,-8.01488252958841
190,0.7,-9.089898621715555
190,2.0,-8.186246513143159
190,1.7,-7.98845613702678
190,1.1,-7.906023601941688
190,1.2,-7.853824026377629
190,1.6,-7.9328163163374805
190,1.4,-7.854117485989395
190,1.9,-8.11710955574342
190,1.8,-8.050647335075592
190,1.5,-7.886776276001124
190,1.3,-7.840467761921858
190,2.1,-8.256682375909975
190,2.3,-8.396920999106264
190,2.4,-8.465199706197508
190,2.2,-8.32719027544481
190,2.7,-8.656052805035761
190,3.2,-8.91649051682037
190,3.0,-8.821232616724645
190,2.8,-8.714126276866795
190,3.5,-9.038937815051066
190,2.6,-8.59510821770305
190,2.5,-8.531369234502826
190,2.9,-8.769196359424507
190,3.1,-8.870301450221737
190,3.6,-9.07480973911705
190,3.7,-9.108462905329315
190,3.3,-8.959909882394763
190,3.9,-9.169718683668656
190,4.0,-9.197523018853422
190,3.4,-9.000652685713158
190,3.8,-9.140047218318248
190,4.1,-9.223650020172835
190,4.4,-9.292944073180465
190,4.6,-9.332647073851033
190,4.2,-9.248186339170397
200,0.3,-16.238507886666213
190,4.3,-9.27127073684248
200,0.4,-14.423001198221101
190,4.7,-9.350812144448756
190,4.9,-9.384150701426677
190,4.8,-9.367955122628016
200,0.8,-8.489827264359974
200,0.0,-8.006593946464752
200,0.7,-9.024117004051034
200,0.9,-8.182837010901881
190,4.5,-9.313381408007574
200,0.1,-16.364855488549825
200,0.2,-16.36485548854982
200,1.0,-8.006593946464754
200,1.1,-7.91299994543535
200,0.5,-11.789963219869762
200,1.3,-7.8729282682691135
200,1.2,-7.8743125922895
200,1.5,-7.939840530893306
200,1.8,-8.128321422026755
200,0.6,-9.997562851259936
200,1.4,-7.897420383126814
200,1.7,-8.058615218593228
200,1.9,-8.201783188864004
200,2.0,-8.27744454819771
200,1.6,-7.99479582237966
200,2.1,-8.353877336972445
200,2.5,-8.648523348908176
200,2.4,-8.57790778049162
200,2.2,-8.429973562601381
200,2.6,-8.716378317464079
200,2.3,-8.50489812453804
200,2.9,-8.900827763527046
200,2.7,-8.781074430882017
200,3.1,-9.0076129487207
200,3.6,-9.222812697249202
200,3.0,-8.955826740598596
200,2.8,-8.842576565020217
200,3.3,-9.101997063033345
200,3.2,-9.05630454957008
200,3.4,-9.144920309365057
200,3.5,-9.185107476064045
200,3.8,-9.291276406655735
200,3.9,-9.322360700659218
200,3.7,-9.25813306434527
200,4.0,-9.351536517699243
200,4.2,-9.404617080606636
200,4.5,-9.47282109995139
200,4.1,-9.378886509040441
200,4.4,-9.451457906927944
200,4.3,-9.428728264146075
200,4.7,-9.511963622395177
200,4.6,-9.492959413932475
200,4.8,-9.529893004604382
210,0.1,-16.364855488549825
200,4.9,-9.546817925253878
210,0.0,-8.006455619361061
210,0.2,-16.364855488549825
210,0.4,-14.383018532551246
210,0.5,-11.717358422828461
210,0.3,-16.231641656669144
210,0.7,-8.970122324506603
210,0.9,-8.166646919258246
210,0.6,-9.926388661888934
210,1.2,-7.900697378775994
210,0.8,-8.455520179544367
210,1.0,-8.006455619361061
210,1.1,-7.926965056569234
210,1.3,-7.910441476068193
210,1.4,-7.9448675321407585
210,1.6,-8.059501560807222
210,1.8,-8.207572624216384
210,1.5,-7.996300414043682
210,1.9,-8.287513699896877
210,2.1,-8.451187967474388
210,2.0,-8.369223745460687
210,1.7,-8.130866578296486
210,2.3,-8.612239930546691
210,2.2,-8.532477528697978
210,2.5,-8.764489343447563
210,2.6,-8.83608272077211
210,2.4,-8.689751514105554
210,2.8,-8.969070547479012
210,2.7,-8.904329049944772
210,2.9,-9.030301747385309
210,3.0,-9.088021771295546
210,3.9,-9.471456507465303
210,3.2,-9.193352013789069
210,4.0,-9.501833381781156
210,4.3,-9.5823148813803
210,3.5,-9.328151104333072
210,3.7,-9.404469430101646
210,3.1,-9.14233592813857
210,3.4,-9.286097564134948
210,3.6,-9.367580546250144
210,3.3,-9.241238685507517
210,3.8,-9.439037406120969
210,4.2,-9.557142703239462
210,4.1,-9.530353168959545
210,4.8,-9.68758538425938
220,0.1,-16.364855488549825
210,4.5,-9.62821209694492
210,4.4,-9.605968831985876
210,4.6,-9.649188554012634
220,0.7,-8.925752194237626
210,4.9,-9.705156794422875
210,4.7,-9.668943931244646
220,0.2,-16.364855488549825
220,0.0,-8.012469477766345
220,0.5,-11.653203590531795
220,1.2,-7.931204415605184
220,0.4,-14.347049416524401
220,0.6,-9.86523571611532
220,0.3,-16.225678193311506
220,1.3,-7.951150742657066
220,1.1,-7.945959407201848
220,0.8,-8.429719507853099
220,1.0,-8.012469477766343
220,0.9,-8.157793614225719
220,1.9,-8.372813387244394
220,1.5,-8.054487793286583
220,1.8,-8.286837054841452
220,1.7,-8.20363507458065
220,1.4,-7.99473818873214
220,2.2,-8.633417258760856
220,2.3,-8.717620091864182
220,2.1,-8.547310811466941
220,2.4,-8.79931667617209
220,1.6,-8.12527520437086
220,2.0,-8.460096292215587
220,2.7,-9.024558135333287
220,2.5,-8.877867030560818
220,2.9,-9.156353434459534
220,2.6,-8.95303517032489
220,2.8,-9.092311139108828
220,3.7,-9.546195723147346
220,3.0,-9.216636441279102
220,3.4,-9.423103856171476
220,3.8,-9.582112846131539
220,3.2,-9.32646104471283
220,4.0,-9.647311502520408
220,3.6,-9.507800395650863
220,3.5,-9.466834545036853
220,3.3,-9.376351824400205
220,3.1,-9.273305709396967
220,3.9,-9.615767605047429
220,4.2,-9.704718472860309
220,4.4,-9.755362405582305
220,4.1,-9.676932980258982
220,4.6,-9.800173042751384
230,0.0,-8.023003079833755
230,0.5,-11.596375274288961
220,4.3,-9.730822361457324
220,4.9,-9.85819134671526
220,4.8,-9.839963023030643
220,4.7,-9.820643617991061
230,0.1,-16.36485548854982
220,4.5,-9.7784351833967
230,0.6,-9.812544529559375
230,0.2,-16.364855488549825
230,0.3,-16.220471565784923
230,0.4,-14.314582682229739
230,0.8,-8.410749656282919
230,0.7,-8.88935455098182
230,1.4,-8.0457211715458
230,0.9,-8.154627404077653
230,1.5,-8.11313005609322
230,1.0,-8.023003079833755
230,1.3,-7.993638043253217
230,1.2,-7.9643060883440215
230,1.1,-7.968511767783347
230,1.8,-8.365011631710365
230,1.6,-8.190987420371696
230,2.1,-8.641130283241333
230,1.7,-8.275806010687813
230,1.9,-8.456582475823817
230,2.2,-8.731697353673715
230,2.0,-8.549019216281447
230,2.6,-9.066323449088706
230,2.4,-8.90565098866363
230,3.3,-9.50661778939679
230,2.5,-8.98785955046263
230,2.3,-8.82011921635341
230,2.8,-9.211466975073352
230,3.4,-9.555067394539632
230,2.9,-9.278044351917357
230,3.1,-9.399657957107104
230,3.2,-9.454853619848123
230,3.9,-9.754549036709566
230,3.8,-9.71969488200934
230,2.7,-9.140916829207097
230,3.0,-9.340743299649292
230,3.7,-9.682518422554159
230,3.6,-9.642811114705014
230,3.5,-9.600398851086043
230,4.1,-9.817810589800695
230,4.0,-9.787199196490015
230,4.5,-9.922730597345774
230,4.3,-9.873533373945689
230,4.2,-9.846530062857715
230,4.7,-9.966305053097246
230,4.4,-9.898869526480851
230,4.6,-9.945176596014967
230,4.8,-9.986267841614184
230,4.9,-10.00506866552771
240,0.0,-8.036879660986314
240,0.4,-14.285239546646915
240,0.7,-8.859430099740711
240,0.6,-9.76705589803446
240,0.5,-11.545897432510957
240,0.2,-16.364855488549825
240,0.9,-8.155749529924899
240,0.8,-8.397284807537696
240,0.1,-16.364855488549825
240,1.3,-8.03695147551662
240,1.1,-7.9934122550257785
240,1.0,-8.036879660986314
240,0.3,-16.215890304606635
240,1.2,-7.998950270734219
240,1.5,-8.171320768901857
240,1.4,-8.096817225734215
240,1.7,-8.346538682506248
240,1.6,-8.255701868401156
240,1.8,-8.441348498454051
240,1.9,-8.53807498241253
240,2.0,-8.635386142051892
240,2.3,-8.919072850285053
240,2.2,-8.826751260712228
240,2.5,-9.09373580456593
240,2.4,-9.008203333794318
240,2.1,-8.731881535826009
240,2.6,-9.175264869258822
240,2.7,-9.252715406233824
240,3.1,-9.52080838185841
240,2.9,-9.394948422436052
240,3.0,-9.45989518824868
240,2.8,-9.32588937522967
240,3.3,-9.631379518817669
240,3.2,-9.577916527133128
240,4.0,-9.92097883501127
240,3.4,-9.681439040427495
240,3.5,-9.728250028689834
240,3.6,-9.772030313605354
240,4.2,-9.98214904653882
240,3.9,-9.887327399078362
240,3.8,-9.851411577772213
240,3.7,-9.813054184137197
240,4.1,-9.952545580637944
240,4.6,-10.083736128609685
240,4.4,-10.036060794375802
240,4.3,-10.009926692032245
240,4.5,-10.060638528959034
250,0.6,-9.727661739000386
250,0.1,-16.364855488549825
240,4.7,-10.105493476095456
250,0.8,-8.388112739542098
240,4.8,-10.126009155008605
240,4.9,-10.145372457288346
250,0.2,-16.364855488549825
250,0.0,-8.052992302786146
250,0.3,-16.211828211896933
250,0.4,-14.25868522982322
250,0.5,-11.500924604140657
250,0.7,-8.834989290047014
250,0.9,-8.16017795505151
250,1.2,-8.034260589510728
250,1.1,-8.019744699238927
250,1.0,-8.052992302786146
250,1.3,-8.080313890030768
250,1.4,-8.147338155172129
250,1.6,-8.31881544821347
250,1.7,-8.41522364543255
250,1.8,-8.515184836377799
250,1.5,-8.22841449518195
250,2.8,-9.43531608849091
250,1.9,-8.616737857873098
250,2.0,-8.718542875772123
250,2.2,-8.91804838733096
250,2.4,-9.106476825072205
250,2.6,-9.27956191273948
250,2.3,-9.013966471017048
250,2.1,-8.819267760169353
250,4.0,-10.048436757686348
250,3.2,-9.69532276493519
250,2.7,-9.359627108184007
250,3.1,-9.636434564348251
250,3.4,-9.801961849996482
250,3.3,-9.750445110395633
250,3.8,-9.976893828323186
250,2.9,-9.506603116416203
250,3.6,-9.895261878150828
250,4.4,-10.166637807511913
250,4.2,-10.111263301615141
250,3.5,-9.850171147381152
250,2.5,-9.195116194978757
250,3.9,-10.013821270418303
250,4.1,-10.080868881102525
250,3.0,-9.573568234577026
250,3.7,-9.937447961980673
250,4.5,-10.191822563249172
250,4.6,-10.215555979712109
250,4.3,-10.139814302609794
260,0.4,-14.234592407352162
260,0.2,-16.364855488549825
250,4.8,-10.258974302885795
260,0.1,-16.364855488549825
250,4.9,-10.278857413890398
250,4.7,-10.237891118800958
260,0.0,-8.07067084740257
260,0.5,-11.460785747687888
260,0.6,-9.693444348268427
260,0.3,-16.20820356238168
260,0.7,-8.814945892735887
260,1.0,-8.07067084740257
260,0.8,-8.382401230257194
260,0.9,-8.167041195422174
260,1.2,-8.0696489401822
260,1.3,-8.123034863001878
260,1.6,-8.37987945127857
260,1.4,-8.196742821605385
260,1.1,-8.046852832449312
260,1.5,-8.283929788671406
260,1.8,-8.586238017312782
260,1.7,-8.481477729897192
260,2.1,-8.902921697863974
260,2.5,-9.291764927485103
260,2.2,-9.00529889321808
260,1.9,-8.692253625046368
260,2.0,-8.79828300622693
260,2.4,-9.200223699192913
260,3.3,-9.8635142416066
260,2.6,-9.378880519204872
260,2.8,-9.539444723405689
260,2.3,-9.104568617968837
260,3.1,-9.746373678410514
260,2.7,-9.46146509663552
260,3.0,-9.681751887634242
260,2.9,-9.612833299955343
260,3.2,-9.806907829722563
260,3.4,-9.916450895010543
260,3.5,-9.965980268550362
260,3.8,-10.095983696725863
260,4.2,-10.233726939609292
260,3.6,-10.01226029387107
260,3.7,-10.055510351345974
260,4.0,-10.169338265613693
260,3.9,-10.133863951277364
260,4.1,-10.202589927644903
260,4.3,-10.262991667609588
260,4.4,-10.290502368567239
260,4.5,-10.316343133000636
260,4.6,-10.34066648477039
260,4.7,-10.363536348967905
270,0.0,-8.089310215615878
270,0.3,-16.204958796492605
260,4.8,-10.385103132904122
270,0.1,-16.36485548854982
270,0.2,-16.364855488549825
270,0.6,-9.663651451172067
260,4.9,-10.405451435069356
270,0.4,-14.212686737356885
270,0.7,-8.79860812413039
270,0.5,-11.424810742361593
270,0.9,-8.175641879668817
270,0.8,-8.379369844323117
270,1.1,-8.074150756668624
270,1.3,-8.164860196814566
270,1.0,-8.089310215615878
270,1.2,-8.10462439434402
270,1.4,-8.244715938503733
270,1.8,-8.654279464477375
270,1.5,-8.337486024951666
270,2.0,-8.874327222939096
270,1.7,-8.545041267003883
270,2.1,-8.982621608583676
270,1.9,-8.764408925142844
270,1.6,-8.438614979846427
270,2.3,-9.1908204087286
270,2.2,-9.088385489773616
270,2.4,-9.289407069987059
270,2.8,-9.638239261590003
270,2.9,-9.713580080058913
270,2.7,-9.558160694842938
270,2.5,-9.38361078018857
270,2.6,-9.47325549531432
270,3.3,-9.97070205275263
270,3.2,-9.9126572866265
270,3.1,-9.850618009221638
270,3.4,-10.02495715256848
270,3.0,-9.784315540431537
270,3.6,-10.123020004823195
270,3.5,-10.075641389687569
270,4.2,-10.349696458203878
270,4.0,-10.283793710401737
270,3.7,-10.167292070054577
270,3.9,-10.24749501584301
270,4.3,-10.379609120263325
270,3.8,-10.208738647303793
270,4.4,-10.407727609624255
270,4.7,-10.48230648079466
270,4.1,-10.317812468238527
270,4.5,-10.434127079674084
270,4.6,-10.4589484397071
280,0.0,-8.108425093169457
270,4.8,-10.50434788512029
270,4.9,-10.52514046693541
280,0.3,-16.202023089186365
280,0.2,-16.364855488549825
280,0.1,-16.364855488549825
280,1.2,-8.138858653976849
280,0.8,-8.378466548546262
280,0.7,-8.785249483847615
280,0.9,-8.185534468794502
280,0.6,-9.6376381985233
280,1.6,-8.494876415299725
280,1.1,-8.101314899074657
280,0.5,-11.392566346318409
280,1.0,-8.108425093169458
280,0.4,-14.192727504643395
280,1.4,-8.290970131335717
280,1.9,-8.833139769574625
280,1.3,-8.205397493742739
280,1.5,-8.388938315615059
280,1.7,-8.605731169914787
280,2.2,-9.16725098782548
280,1.8,-8.719041000445618
280,2.0,-8.94666826085188
280,2.3,-9.272602697424029
280,2.4,-9.373950175489481
280,2.6,-9.56262631833
280,2.1,-9.058332410517679
280,2.5,-9.470697332846866
280,3.4,-10.127493052108225
280,3.0,-9.881395435271191
280,2.8,-9.731789566451468
280,3.3,-10.072021396581595
280,2.9,-9.808950638802207
280,3.2,-10.012702277064564
280,2.7,-9.649710622154272
280,3.1,-9.949207686563375
280,3.5,-10.17931479180792
280,3.7,-10.27297767594634
280,3.8,-10.315293895832651
280,4.1,-10.426610994849037
280,4.2,-10.459155962110882
280,3.6,-10.227727584860625
280,3.9,-10.354873088930264
280,4.8,-10.61696572031921
280,4.0,-10.391906580746603
280,4.3,-10.489730612119287
280,4.5,-10.545326313330712
280,4.9,-10.638149932611174
280,4.6,-10.57062834179382
280,4.4,-10.518391335048838
290,0.4,-14.174492540284186
290,0.1,-16.364855488549825
290,0.3,-16.19935508837378
290,0.0,-8.1277331958338
280,4.7,-10.594503683494889
290,0.2,-16.364855488549825
290,0.6,-9.614808628140127
290,1.1,-8.12804498476571
290,0.8,-8.379238025609657
290,1.0,-8.127733195833798
290,0.7,-8.774436989321543
290,0.9,-8.196287530605838
290,0.5,-11.363524083562567
290,1.2,-8.17207232923286
290,1.4,-8.335317762681699
290,1.3,-8.244487054822402
290,2.0,-9.015309517027493
290,1.9,-8.898390466628511
290,1.8,-8.780699732802537
290,1.6,-8.54855790369809
290,1.5,-8.438133639411815
290,1.7,-8.66350468961794
290,2.2,-9.241943962188602
290,2.1,-9.13008181988391
290,2.8,-9.820175606527995
290,2.5,-9.553065625358094
290,2.3,-9.350070314954868
290,2.4,-9.45396275880058
290,3.3,-10.16771416826392
290,3.0,-9.973027183101399
290,3.2,-10.107108816220967
290,3.4,-10.224333046625517
290,2.7,-9.736241035512611
290,2.6,-9.647157708730001
290,2.9,-9.899039945768918
290,3.6,-10.326530689779728
290,3.5,-10.277135314999526
290,3.1,-10.042320442402904
290,4.0,-10.493860275677209
290,3.7,-10.372625897983236
290,3.8,-10.415789002306319
290,3.9,-10.456110765690205
290,4.6,-10.67592096261695
290,4.5,-10.650129778359576
290,4.3,-10.593498412354926
290,4.2,-10.562356288923084
290,4.1,-10.52920153311852
290,4.4,-10.622681055267641
290,4.8,-10.723097352014337
300,0.0,-8.146929803952892
290,4.9,-10.744667839912482
290,4.7,-10.700206713881812
300,0.2,-16.364855488549825
300,0.7,-8.765663240099743
300,1.1,-8.154115119686862
300,0.3,-16.196932543826446
300,1.0,-8.146929803952892
300,0.9,-8.207573444379383
300,0.5,-11.337284344224969
300,0.6,-9.594798381288209
300,1.3,-8.2819890925306
300,0.1,-16.364855488549825
300,0.8,-8.38123464099275
300,1.2,-8.204198992200643
300,1.7,-8.718391939323771
300,0.4,-14.15782100237845
300,1.4,-8.377737153781682
300,1.5,-8.485014076960201
300,1.9,-8.960221121023759
300,2.1,-9.197977304491873
300,1.8,-8.839157268445339
300,1.6,-8.599594879693834
300,2.0,-9.080256309296992
300,2.2,-9.312597411552881
300,2.3,-9.42327271450416
300,2.4,-9.529525042444229
300,2.7,-9.817873504239639
300,2.8,-9.903563954278633
300,2.5,-9.630832406602062
300,2.6,-9.726958044440178
300,3.2,-10.196143991498582
300,2.9,-9.984016282531949
300,3.0,-10.05946408200394
300,3.3,-10.257888586984244
300,3.1,-10.130086719696395
300,3.5,-10.369325858399526
300,3.4,-10.31553445228541
300,3.6,-10.419589674674887
300,3.7,-10.46655918192477
300,3.8,-10.510435722227914
300,4.0,-10.589892499595633
300,4.3,-10.691275366371576
300,4.2,-10.659591686667001
300,3.9,-10.551494177181368
300,4.1,-10.625864658162625
300,4.4,-10.720936317761494
300,4.5,-10.748819854234917
300,4.9,-10.844953709577128
300,4.6,-10.775030961946849
300,4.8,-10.823006444089456
300,4.7,-10.799704835507477
310,0.0,-8.165857642012122
310,0.2,-16.364855488549825
310,0.7,-8.758606092031052
310,0.8,-8.38423240553532
310,0.4,-14.14254724974901
310,0.1,-16.364855488549825
310,0.3,-16.194713092802704
310,0.9,-8.219157267810372
310,1.1,-8.179364287321956
310,1.2,-8.235067636249603
310,1.0,-8.165857642012122
310,1.4,-8.418156151457415
310,0.5,-11.31356901897034
310,0.6,-9.577152495033198
310,1.3,-8.317869376967783
310,1.7,-8.7703873419239
310,1.5,-8.529593962592864
310,1.8,-8.894509259544991
310,2.5,-9.704182927588645
310,1.6,-8.64803160034056
310,1.9,-9.01872635840475
310,2.6,-9.802211063137396
310,2.4,-9.600828875773898
310,2.0,-9.141652224389992
310,2.2,-9.37933369365475
310,2.7,-9.894846791012265
310,2.3,-9.492349276159063
310,2.1,-9.262124808235308
310,2.8,-9.982180784201123
310,3.0,-10.14091898808776
310,2.9,-10.064077572942336
310,3.1,-10.212792263232066
310,3.2,-10.28001136206194
310,3.3,-10.342771282298495
310,3.5,-10.456101997883199
310,3.4,-10.401392427230801
310,3.6,-10.50721323302412
310,3.8,-10.599540431453569
310,4.0,-10.680306892717555
310,3.7,-10.5549436028408
310,4.4,-10.813382836678601
310,4.1,-10.716846233682409
310,3.9,-10.641250730791684
310,4.2,-10.751126946289125
310,4.7,-10.893365724797832
310,4.5,-10.841717018325042
310,4.8,-10.916977810050925
310,4.6,-10.868326561221005
320,1.1,-8.203766395904934
310,4.3,-10.783234597349496
310,4.9,-10.939272681782304
320,0.8,-8.387934192703296
320,1.2,-8.264620712394214
320,0.5,-11.292020389738916
320,1.3,-8.352105493872948
320,0.7,-8.752975720677753
320,0.2,-16.364855488549825
320,0.1,-16.364855488549825
320,0.6,-9.561539729351713
320,0.0,-8.184363027339936
320,1.0,-8.184363027339938
320,0.9,-8.230863782334373
320,0.4,-14.128541088134268
320,1.4,-8.456577724169806
320,0.3,-16.19268352803262
320,1.5,-8.571935723942321
320,2.1,-9.322692247582298
320,2.0,-9.199632594492408
320,1.6,-8.693928228562642
320,1.7,-8.819610339607589
320,1.8,-8.946863951743007
320,1.9,-9.073964225146193
320,2.2,-9.442262318774137
320,2.4,-9.66802101505235
320,2.3,-9.55752459758782
320,2.6,-9.873134235008893
320,2.5,-9.77333560566106
320,3.0,-10.217591126881945
320,2.8,-10.05619398101531
320,2.9,-10.139500439459207
320,3.2,-10.358934223901239
320,3.1,-10.290659506506126
320,2.7,-9.967404642981885
320,3.4,-10.4822326079198
320,3.3,-10.42272499378052
320,3.6,-10.589641937154305
320,3.5,-10.537772209982213
320,3.8,-10.683392922672747
320,3.7,-10.638108104298322
320,3.9,-10.725712486707538
320,4.4,-10.900296488394346
320,4.1,-10.802368862498055
320,4.0,-10.76530381821751
320,4.7,-10.98144176442692
320,4.2,-10.837145577937223
320,4.9,-11.02796042014019
330,0.0,-8.202346582637952
320,4.3,-10.869714626242938
320,4.5,-10.929024914456472
330,0.1,-16.36485548854982
320,4.8,-11.005385449516838
320,4.6,-10.956028712350864
330,0.4,-14.115620446640238
330,0.2,-16.364855488549825
330,0.3,-16.190816191503384
330,0.5,-11.272478773440843
330,0.7,-8.74847736475004
330,1.0,-8.20234658263795
330,0.6,-9.547709759914268
330,0.9,-8.242493910580771
330,0.8,-8.392172165399215
330,1.3,-8.384660107309914
330,1.1,-8.227161974000895
330,1.5,-8.612035493014053
330,1.7,-8.866159304312136
330,1.2,-8.292896143913184
330,2.0,-9.25433774684737
330,1.6,-8.737340831760841
330,1.4,-8.49305894997209
330,1.9,-9.126146820690527
330,2.1,-9.379795842275229
330,2.4,-9.731379156887678
330,1.8,-8.99629717043131
330,2.3,-9.618937455660932
330,2.7,-10.035716907968144
330,2.2,-9.501591486610728
330,2.6,-9.93990842451535
330,2.5,-9.838448811648371
330,2.8,-10.125889972096676
330,2.9,-10.21049315586149
330,3.1,-10.363928101146351
330,3.0,-10.289797631606318
330,3.2,-10.433222212359103
330,3.3,-10.497934527964764
330,3.4,-10.558257680440201
330,3.8,-10.762244250424567
330,3.5,-10.614605973800584
330,4.0,-10.84530434248686
330,3.6,-10.667231462654774
330,4.1,-10.882849235034499
330,4.3,-10.951021574922072
330,3.7,-10.716355654508485
330,4.2,-10.918052525185566
330,4.5,-11.01111930956626
330,4.8,-11.088466479546744
330,3.9,-10.80516602575426
330,4.7,-11.064202512869363
330,4.6,-11.038442981612306
330,4.4,-10.982016709270695
340,0.0,-8.219701665551034
330,4.9,-11.11134124884812
340,0.1,-16.364855488549825
340,0.2,-16.364855488549825
340,0.4,-14.103722447867582
340,0.3,-16.189096844127086
340,0.6,-9.535409981809101
340,1.0,-8.219701665551034
340,0.7,-8.74496976572293
340,0.5,-11.254653588971896
340,0.9,-8.25402184122635
340,0.8,-8.396799567360313
340,1.1,-8.24963639264079
340,1.3,-8.415608450036707
340,1.2,-8.319854356619063
340,1.4,-8.527679416423233
340,1.5,-8.649982424171542
340,1.8,-9.042974816064428
340,1.6,-8.77842688123062
340,1.7,-8.910161006780028
340,1.9,-9.175369834248338
340,2.2,-9.557506982603188
340,2.6,-10.00279521603051
340,2.3,-9.676795388656302
340,2.1,-9.433638939823657
340,2.0,-9.305966727077228
340,2.4,-9.791049676563697
340,2.5,-9.899763715802749
340,2.8,-10.191511287580555
340,3.3,-10.568673358942737
340,2.7,-10.100040852583456
340,2.9,-10.27732226983189
340,3.2,-10.503124059061387
340,3.6,-10.74019132148599
340,3.8,-10.836385911220987
340,3.1,-10.43287567497298
340,3.0,-10.357685258523631
340,3.5,-10.686899394637164
340,3.4,-10.629792307637276
340,3.9,-10.879814928261878
340,4.1,-10.958486365165859
340,3.7,-10.789922963095037
340,4.0,-10.920475879313152
340,4.3,-11.027492953688663
340,4.2,-10.994096186303445
350,0.1,-16.364855488549825
340,4.6,-11.115937569277316
340,4.7,-11.14200891063178
340,4.8,-11.166540922450764
340,4.5,-11.088245977402105
350,0.0,-8.236462807587051
340,4.4,-11.058819851906712
350,0.7,-8.742239130914228
350,0.2,-16.364855488549825
350,0.8,-8.401690548543217
350,0.3,-16.1875081143223
350,0.4,-14.092717860584822
350,0.9,-8.26531341677026
350,0.5,-11.238381301121818
340,4.9,-11.189673715031054
350,0.6,-9.524434089648496
350,1.4,-8.560478454307482
350,1.0,-8.236462807587051
350,1.1,-8.271102322985227
350,1.3,-8.444972116151336
350,2.5,-9.957544479397146
350,1.5,-8.685882683546234
350,1.2,-8.345509949413193
350,1.6,-8.817253889615076
350,1.8,-9.087039337726528
350,1.9,-9.221794996671301
350,1.7,-8.951667318352309
350,2.3,-9.731299389421983
350,2.1,-9.484372810032514
350,2.0,-9.354601540898956
350,2.4,-9.847234768070392
350,3.0,-10.421619980237352
350,2.2,-9.610192692586864
350,2.7,-10.160581983218046
350,2.6,-10.06200168748272
350,3.1,-10.497769505878358
350,2.9,-10.340222930038761
350,2.8,-10.25326565623432
350,3.2,-10.568899157752925
350,3.4,-10.697114339568985
350,3.3,-10.635231448727877
350,3.5,-10.754888351369937
350,3.6,-10.808800956409533
350,3.9,-10.950035612006474
350,3.7,-10.859105251697335
350,4.8,-11.239953024450001
350,4.4,-11.131076233124062
350,4.1,-11.029584914343024
350,3.8,-10.906078018433709
350,4.5,-11.160849340481008
350,4.0,-10.991153298602448
350,4.3,-11.099371588995007
350,4.2,-11.06560852094112
350,4.7,-11.215168508255369
360,0.1,-16.364855488549825
360,0.4,-14.082562427738347
350,4.6,-11.188844466744413
360,0.0,-8.252556342234739
360,0.2,-16.364855488549825
350,4.9,-11.2633353794019
360,0.5,-11.223452858279686
360,0.3,-16.18604399108797
360,0.7,-8.740176727876014
360,0.9,-8.276350069780525
360,0.6,-9.514632379874273
360,1.1,-8.291581475542444
360,1.0,-8.252556342234739
360,0.8,-8.406737974494986
360,1.5,-8.719878746679186
360,1.2,-8.369895845225697
360,1.6,-8.85390225934481
360,1.4,-8.591541439947157
360,1.7,-8.990865421390437
360,1.3,-8.47284385815172
360,1.8,-9.128619442803059
360,1.9,-9.265553936183405
360,2.1,-9.532218082039412
360,2.0,-9.400500888887365
360,2.2,-9.659864589290098
360,2.3,-9.78266716625705
360,2.5,-10.011944250674324
360,2.4,-9.900182713266824
360,2.6,-10.117769114951635
360,3.2,-10.630738415922583
360,2.7,-10.217578988469588
360,3.4,-10.760434812111557
360,2.9,-10.39939856336228
360,3.5,-10.818826835250697
360,2.8,-10.311393158287055
360,3.0,-10.48179795327954
360,3.1,-10.55880101461465
360,3.3,-10.697822161401055
360,4.2,-11.132848007435692
360,3.6,-10.87333541305504
360,4.0,-11.057629895933909
360,3.8,-10.971677925017671
360,3.9,-11.016110768653371
360,4.4,-11.19900904308546
360,4.3,-11.167014431651593
360,3.7,-10.924189270464696
360,4.6,-11.25733795071343
360,4.1,-11.09647568340531
360,4.5,-11.229087007674144
360,4.8,-11.308961581364
360,4.7,-11.28391941228665
360,4.9,-11.332583746684898
370,0.2,-16.364855488549825
370,0.1,-16.364855488549825
370,0.0,-8.267987994760949
370,0.3,-16.184688129369267
370,0.5,-11.209784148761612
370,0.4,-14.073165412843808
370,0.6,-9.505856752214642
370,0.7,-8.738691148119406
370,1.1,-8.31111319697081
